,w,k,init_alpha,alpha,iters,final_dtv
0,6,2000,0.3,0.31477549893904755,50,0.019080425465760203
1,6,2000,0.3,0.3899174318402697,50,0.04113535690080734
2,6,2000,0.3,0.26009011550889605,50,0.041760286013053614
3,6,2000,0.3,0.3151269066715872,50,0.03513320919669995
4,6,2000,0.3,0.30751266530841154,50,0.030475174048529095
5,6,2000,0.3,0.2654877396910673,50,0.027157516964617993
6,6,2000,0.3,0.2934049665233515,50,0.03038282215316797
7,6,2000,0.3,0.3518255309943198,50,0.036614382925050426
8,6,2000,0.3,0.2973218918874206,50,0.029588543102551695
