,w,k,init_alpha,alpha,iters,final_dtv
0,4,300,0.3,no,30,0.07748679721634426
1,4,300,0.3,no,30,0.087397801284081
2,4,300,0.3,no,30,0.06494698189978967
3,4,300,0.3,no,30,0.08481620187855575
4,4,300,0.3,no,30,0.06394822609865629
5,4,300,0.3,no,30,0.12126993877500616
6,4,300,0.3,no,30,0.5149394594054009
7,4,300,0.3,no,30,0.05737434216330238
8,4,300,0.3,no,30,0.11002525739461382
