,w,k,init_alpha,alpha,iters,final_dtv
0,6,2000,0.3,0.3171164531654651,40,0.019355440578780858
1,6,2000,0.3,0.4381545921502668,40,0.053923928967738226
2,6,2000,0.3,0.3124010504086843,40,0.033594674137822224
3,6,2000,0.3,0.2920917080156382,40,0.034228155997548845
4,6,2000,0.3,0.2479507780203762,40,0.03417860866070826
5,6,2000,0.3,0.30492638787415394,40,0.024995894759658136
6,6,2000,0.3,0.29199991901111655,40,0.033420229257025834
7,6,2000,0.3,0.31259798966600294,40,0.027934626840163432
8,6,2000,0.3,0.4658065722805061,40,0.06302217568087341
